,full_address,neighborhood,nid,sale_price,prediction,difference,shap
109,"2501 42nd Ave, San Francisco, CA 94116-2713",2 - Outer Parkside,2020,1155000,1054072,-100927,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 948088 2) baths = 1.0 3) lot_sf = 2060.0 
110,"1678 41st Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1050000,1336155,286155,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.755524  Cons: 1) comp_price = 1195434 2) baths = 1.0 3) nid = 2030 
111,"2527 42nd Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1646000,1327251,-318748,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 42nd  Cons: 1) comp_price = 1206767 2) nid = 2020 3) longitude = -122.50016000000001 
112,"4839 Anza St, San Francisco, CA 94121",1 - Outer Richmond,1050,1005000,1011678,6678,Pros: 1) year_sold = 2018 2) latitude = 37.77746 3) street_name = Anza  Cons: 1) comp_price = 976969 2) lot_sf = 1298.0 3) baths = 1.0 
113,"2734 42nd Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1500000,1685979,185979,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) beds = 5 2) nid = 2020 3) longitude = -122.49989 
114,"1947 41st Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1360000,1281665,-78334,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 41st  Cons: 1) comp_price = 1069834 2) nid = 2020 3) longitude = -122.49985500000001 
115,"2119 41st Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1325000,1174304,-150695,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 41st  Cons: 1) comp_price = 1006057 2) baths = 1.0 3) nid = 2020 
116,"611 39th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1800000,1639226,-160773,Pros: 1) year_sold = 2018 2) latitude = 37.777172 3) baths = 3.0  Cons: 1) lot_sf = 1873.0 2) nid = 1050 3) beds = 5 
117,"2179 41st Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1910000,1721353,-188646,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) nid = 2020 2) longitude = -122.49956499999999 3) beds = 4 
118,"1423 40th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,950000,1355028,405028,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.76021  Cons: 1) comp_price = 1239806 2) baths = 1.0 3) nid = 2030 
119,"3749 Clement St, San Francisco, CA 94121",1 - Outer Richmond,1050,2500000,3973098,1473098,Pros: 1) comp_price = 4949111 2) year_sold = 2018 3) baths = 4.0  Cons: 1) nid = 1050 2) rooms = 8.0 3) longitude = -122.49933 
120,"1679 40th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1085000,1303534,218534,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.755573  Cons: 1) comp_price = 1141074 2) baths = 1.0 3) nid = 2030 
121,"1747 40th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1330000,1293956,-36043,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.754222999999996  Cons: 1) comp_price = 1116787 2) baths = 1.0 3) nid = 2030 
122,"3024 Rivera St, San Francisco, CA 94116",2 - Outer Parkside,2020,1365000,1198375,-166624,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Rivera  Cons: 1) comp_price = 1117157 2) baths = 1.0 3) nid = 2020 
123,"447 38th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1850000,1505902,-344097,Pros: 1) year_sold = 2018 2) latitude = 37.7805 3) park_leased = ONST  Cons: 1) comp_price = 1338444 2) baths = 1.0 3) nid = 1050 
124,"2238 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1030000,1189960,159960,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 40th  Cons: 1) comp_price = 1099258 2) baths = 1.0 3) nid = 2020 
125,"2271 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1000000,1307118,307118,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 1224968 2) baths = 1.0 3) nid = 2020 
126,"2258 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1625000,1497844,-127155,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 40th  Cons: 1) comp_price = 1535583 2) nid = 2020 3) longitude = -122.49837 
127,"2270 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1705000,1575972,-129027,Pros: 1) year_sold = 2018 2) baths = 4.0 3) park_leased = ONST  Cons: 1) comp_price = 1404457 2) nid = 2020 3) rooms = 8.0 
128,"1450 39th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1628000,1394450,-233549,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.759808  Cons: 1) comp_price = 1276563 2) baths = 1.0 3) nid = 2030 
129,"3321 Moraga St, San Francisco, CA 94122",2 - Outer Sunset,2030,1160000,1172193,12193,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.755134999999996  Cons: 1) comp_price = 1049244 2) baths = 1.0 3) lot_sf = 1851.0 
130,"1622 39th Ave, San Francisco, CA 94122-3018",2 - Outer Sunset,2030,1218750,1301857,83107,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.756523  Cons: 1) comp_price = 1179183 2) baths = 1.0 3) nid = 2030 
131,"65 Shore View Ave, San Francisco, CA 94121-1631",1 - Outer Richmond,1050,3206500,4123574,917074,Pros: 1) comp_price = 5001761 2) year_sold = 2018 3) baths = 5.0  Cons: 1) rooms = 11.0 2) nid = 1050 3) beds = 5 
132,"2662 40th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1550000,1398706,-151293,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 40th  Cons: 1) comp_price = 1394443 2) nid = 2020 3) longitude = -122.49784 
133,"1838 39th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1435000,1425983,-9016,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.752537  Cons: 1) comp_price = 1296272 2) nid = 2030 3) longitude = -122.49784 
134,"2930 Rivera St, San Francisco, CA 94116",2 - Outer Parkside,2020,1450000,1421322,-28677,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Rivera  Cons: 1) comp_price = 1334114 2) nid = 2020 3) longitude = -122.49774 
135,"1242 38th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1400000,1467347,67347,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.763695  Cons: 1) comp_price = 1236552 2) nid = 2030 3) longitude = -122.49755 
136,"3427 Kirkham St, San Francisco, CA 94122",2 - Outer Sunset,2030,1320611,1469407,148796,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.758915  Cons: 1) comp_price = 1419902 2) nid = 2030 3) longitude = -122.49753999999999 
137,"3835 Ulloa St, San Francisco, CA 94116",2 - Outer Parkside,2020,1300000,1283016,-16983,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Ulloa  Cons: 1) comp_price = 1246136 2) lot_sf = 1873.0 3) nid = 2020 
138,"2251 39th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1250000,1309412,59412,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 39th  Cons: 1) comp_price = 1267702 2) baths = 1.0 3) nid = 2020 
139,"2274 39th Ave, San Francisco, CA 94116-1652",2 - Outer Parkside,2020,1452274,1293733,-158540,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 39th  Cons: 1) comp_price = 1312367 2) baths = 1.0 3) nid = 2020 
140,"190 Country Club Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1839000,1697375,-141624,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) latitude = 37.73131 2) rooms = 8.0 3) longitude = -122.49701999999999 
141,"2523 39th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1380000,1303053,-76946,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 39th  Cons: 1) comp_price = 1344197 2) baths = 1.0 3) nid = 2020 
142,"2527 39th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1238000,1302785,64785,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 39th  Cons: 1) comp_price = 1344197 2) baths = 1.0 3) nid = 2020 
143,"1715 38th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1560000,1731487,171487,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) nid = 2030 2) rooms = 8.0 3) longitude = -122.49694 
144,"2571 39th Ave, San Francisco, CA 94116-2752",2 - Outer Parkside,2020,1350000,1383872,33872,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 39th  Cons: 1) comp_price = 1318974 2) nid = 2020 3) longitude = -122.4969 
145,"3100 Ortega St, San Francisco, CA 94122-4052",2 - Outer Sunset,2030,1300000,1304473,4473,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Ortega  Cons: 1) comp_price = 1272409 2) lot_sf = 1746.0 3) nid = 2030 
146,"1839 38th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1300000,1285633,-14366,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.752586  Cons: 1) comp_price = 1139530 2) baths = 1.0 3) nid = 2030 
147,"2727 39th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1150000,1173567,23567,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) rooms = 4.0  Cons: 1) comp_price = 1048664 2) baths = 1.0 3) nid = 2020 
148,"123 Country Club Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1430000,1420294,-9705,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Country Club  Cons: 1) comp_price = 1423741 2) latitude = 37.730415 3) longitude = -122.496574 
149,"1293 37th Ave, San Francisco, CA 94122-1332",2 - Outer Sunset,2030,2200000,1842218,-357781,Pros: 1) year_sold = 2018 2) baths = 3.5 3) comp_price = 1784204  Cons: 1) nid = 2030 2) longitude = -122.49643999999999 3) rooms = 7.5 
150,"638 36th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1780000,1751016,-28983,Pros: 1) year_sold = 2018 2) latitude = 37.776875 3) park_leased = ONST  Cons: 1) nid = 1050 2) longitude = -122.49632 3) rooms = 7.0 
151,"1419 37th Ave, San Francisco, CA 94122",2 - Outer Sunset,2030,1750000,1755752,5752,Pros: 1) year_sold = 2018 2) comp_price = 1846931 3) park_leased = ONST  Cons: 1) rooms = 9.0 2) beds = 5 3) nid = 2030 
152,"2234 38th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1530000,1261078,-268921,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 38th  Cons: 1) comp_price = 1105962 2) nid = 2020 3) longitude = -122.49625400000001 
153,"3300 Kirkham St, San Francisco, CA 94122",2 - Outer Sunset,2030,1978000,1723303,-254696,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.758984000000005  Cons: 1) nid = 2030 2) longitude = -122.49623999999999 3) beds = 4 
154,"96 Huntington Dr, San Francisco, CA 94132-1114",3 - Lake Shore,3010,1550000,1486420,-63579,Pros: 1) year_sold = 2018 2) lot_sf = 4299.0 3) park_leased = ONST  Cons: 1) comp_price = 1463763 2) latitude = 37.73147 3) nid = 3010 
155,"1487 37th Ave, San Francisco, CA 94122-3125",2 - Outer Sunset,2030,1370000,1467265,97265,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.759322999999995  Cons: 1) comp_price = 1448338 2) baths = 1.0 3) nid = 2030 
156,"474 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1485000,1527152,42152,Pros: 1) year_sold = 2018 2) latitude = 37.780186 3) park_leased = ONST  Cons: 1) comp_price = 1382278 2) nid = 1050 3) baths = 1.5 
157,"547 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,2025000,1989706,-35293,Pros: 1) year_sold = 2018 2) baths = 4.0 3) latitude = 37.778667  Cons: 1) nid = 1050 2) rooms = 8.0 3) longitude = -122.495384 
158,"348 Country Club Dr, San Francisco, CA 94132",3 - Lake Shore,3010,1570000,1544214,-25785,Pros: 1) year_sold = 2018 2) lot_sf = 4277.0 3) park_leased = ONST  Cons: 1) comp_price = 1483068 2) latitude = 37.732796 3) nid = 3010 
159,"575 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,2250000,2033041,-216958,Pros: 1) year_sold = 2018 2) comp_price = 1884318 3) latitude = 37.778214  Cons: 1) nid = 1050 2) rooms = 7.5 3) longitude = -122.49535 
160,"578 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1450000,1496155,46155,Pros: 1) year_sold = 2018 2) latitude = 37.778152 3) park_leased = ONST  Cons: 1) comp_price = 1273701 2) nid = 1050 3) longitude = -122.49533999999998 
161,"2721 Taraval St, San Francisco, CA 94116",2 - Outer Parkside,2020,1200000,1369055,169055,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Taraval  Cons: 1) comp_price = 1167926 2) nid = 2020 3) longitude = -122.49525 
162,"1430 36th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1775000,1926428,151428,Pros: 1) year_sold = 2018 2) comp_price = 2044217 3) baths = 3.5  Cons: 1) beds = 6 2) rooms = 9.5 3) nid = 2050 
163,"2287 37th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1200000,1296532,96532,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 37th  Cons: 1) comp_price = 1332351 2) baths = 1.0 3) lot_sf = 2060.0 
164,"1454 36th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1350000,1466367,116367,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.759884  Cons: 1) comp_price = 1393149 2) baths = 1.0 3) nid = 2050 
165,"890 35th Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,2150000,1519423,-630576,Pros: 1) year_sold = 2018 2) latitude = 37.772358000000004 3) park_leased = ONST  Cons: 1) nid = 1050 2) rooms = 8.0 3) baths = 1.5 
166,"1758 36th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1900000,1693160,-206839,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) rooms = 11.0 2) beds = 5 3) nid = 2050 
167,"1912 Sloat Blvd, San Francisco, CA 94116-2823",2 - Outer Parkside,2020,1600000,1449774,-150225,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1469949 2) beds = 5 3) nid = 2020 
168,"2655 37th Ave, San Francisco, CA 94116",2 - Outer Parkside,2020,1500000,1344166,-155833,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 37th  Cons: 1) comp_price = 1253925 2) nid = 2020 3) longitude = -122.49466000000001 
169,"1874 36th Ave, San Francisco, CA 94122-4142",2 - Central Sunset,2050,1180000,1457126,277126,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 36th  Cons: 1) comp_price = 1362480 2) nid = 2050 3) longitude = -122.49458999999999 
170,"2066 36th Ave, San Francisco, CA 94116",2 - Parkside,2040,1627500,1452333,-175166,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) comp_price = 1275341 2) nid = 2040 3) longitude = -122.49434 
171,"2082 36th Ave, San Francisco, CA 94116",2 - Parkside,2040,1430000,1358498,-71501,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 36th  Cons: 1) comp_price = 1279144 2) lot_sf = 2060.0 3) nid = 2040 
172,"1271 35th Ave, San Francisco, CA 94122-1310",2 - Central Sunset,2050,1450000,1529520,79520,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.76339  Cons: 1) comp_price = 1380550 2) baths = 1.0 3) nid = 2050 
173,"1379 35th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1625000,1627179,2179,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.761414  Cons: 1) nid = 2050 2) longitude = -122.49418 3) comp_price = 1571766 
174,"2222 36th Ave, San Francisco, CA 94116",2 - Parkside,2040,1500000,1556211,56211,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) baths = 2.5  Cons: 1) comp_price = 1521840 2) nid = 2040 3) longitude = -122.494125 
175,"1539 35th Ave, San Francisco, CA 94122-3118",2 - Central Sunset,2050,1620000,1525910,-94089,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.75832  Cons: 1) comp_price = 1450599 2) baths = 1.0 3) nid = 2050 
176,"2815 Noriega St, San Francisco, CA 94122-4132",2 - Central Sunset,2050,1280000,1400741,120741,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.75347  Cons: 1) comp_price = 1459412 2) baths = 1.0 3) nid = 2050 
177,"1738 35th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1165000,1383883,218883,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.754593  Cons: 1) comp_price = 1276356 2) baths = 1.0 3) nid = 2050 
178,"1843 35th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1300000,1296979,-3020,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.752663  Cons: 1) comp_price = 1155629 2) baths = 1.0 3) nid = 2050 
179,"1919 35th Ave, San Francisco, CA 94116-1111",2 - Parkside,2040,899000,1286510,387510,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 35th  Cons: 1) comp_price = 1138768 2) baths = 1.0 3) nid = 2040 
180,"1926 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1250000,1537443,287443,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 35th  Cons: 1) comp_price = 1426621 2) nid = 2040 3) longitude = -122.49343999999999 
181,"3245 Cabrillo St, San Francisco, CA 94121",1 - Outer Richmond,1050,2310000,1988826,-321173,Pros: 1) year_sold = 2018 2) comp_price = 2109003 3) latitude = 37.774017  Cons: 1) nid = 1050 2) longitude = -122.49338999999999 3) beds = 4 
182,"1262 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1500000,1589418,89418,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.76357  Cons: 1) nid = 2050 2) baths = 1.5 3) longitude = -122.49323999999999 
183,"538 33rd Ave, San Francisco, CA 94121--271",1 - Outer Richmond,1050,1525000,1763872,238872,Pros: 1) year_sold = 2018 2) latitude = 37.778890000000004 3) park_leased = ONST  Cons: 1) nid = 1050 2) longitude = -122.49323000000001 3) beds = 4 
184,"1286 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1653000,1650024,-2975,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.76319  Cons: 1) nid = 2050 2) longitude = -122.49322 3) lot_sf = 2375.0 
185,"2130 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1800000,1463629,-336370,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 35th  Cons: 1) comp_price = 1470542 2) nid = 2040 3) longitude = -122.49318000000001 
186,"590 33rd Ave, San Francisco, CA 94121",1 - Outer Richmond,1050,1300000,1375553,75553,Pros: 1) year_sold = 2018 2) latitude = 37.778053 3) park_leased = ONST  Cons: 1) comp_price = 1154407 2) baths = 1.0 3) nid = 1050 
187,"2162 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1260000,1423011,163011,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 35th  Cons: 1) comp_price = 1285115 2) nid = 2040 3) longitude = -122.49314 
188,"1375 34th Ave, San Francisco, CA 94122-1308",2 - Central Sunset,2050,1480000,1585182,105182,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.761524  Cons: 1) comp_price = 1376237 2) nid = 2050 3) longitude = -122.49311000000002 
189,"1478 34th Ave, San Francisco, CA 94116",2 - Central Sunset,2050,1650000,2086930,436930,Pros: 1) year_sold = 2018 2) baths = 4.5 3) rooms = 1.0  Cons: 1) beds = 5 2) nid = 2050 3) longitude = -122.492966 
190,"1474 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,2100000,1923255,-176744,Pros: 1) year_sold = 2018 2) baths = 4.0 3) comp_price = 1907318  Cons: 1) rooms = 9.0 2) beds = 5 3) nid = 2050 
191,"2733 Noriega St, San Francisco, CA 94122",2 - Central Sunset,2050,1700000,1786799,86799,Pros: 1) year_sold = 2018 2) baths = 4.0 3) park_leased = ONST  Cons: 1) beds = 5 2) nid = 2050 3) rooms = 8.0 
192,"1506 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1700000,1487714,-212285,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.75888  Cons: 1) comp_price = 1438565 2) baths = 1.0 3) nid = 2050 
193,"1606 34th Ave, San Francisco, CA 94122",2 - Central Sunset,2050,1200000,1426587,226587,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) latitude = 37.757015  Cons: 1) comp_price = 1359556 2) lot_sf = 2060.0 3) nid = 2050 
194,"2730 Ortega St, San Francisco, CA 94122-4139",2 - Central Sunset,2050,1168000,1186691,18691,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = Ortega  Cons: 1) comp_price = 1139606 2) baths = 1.0 3) lot_sf = 1873.0 
195,"2563 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1400000,1596220,196220,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) street_name = 35th  Cons: 1) nid = 2040 2) longitude = -122.49263 3) latitude = 37.739290000000004 
196,"2563 35th Ave, San Francisco, CA 94116",2 - Parkside,2040,1675000,1705533,30533,Pros: 1) year_sold = 2018 2) baths = 3.0 3) park_leased = ONST  Cons: 1) nid = 2040 2) longitude = -122.49263 3) beds = 4 
197,"2554 35th Ave, San Francisco, CA 94116-2810",2 - Parkside,2040,1580000,1604769,24769,Pros: 1) year_sold = 2018 2) park_leased = ONST 3) comp_price = 1731908  Cons: 1) nid = 2040 2) longitude = -122.49263 3) beds = 4 
